Document,Paragraph,Original,Revised,Reason,Source
Jorge Stage 2 Tables and Figures - Sep 8 JC.docx,P022,"Figure 5. Comparison on food web properties between empirical and pseudo webs. a–d Connectance (a), average trophic height (b), mean generality (c), and mean vulnerability (d), between empirical (dark colour) and pseudo (light colour) food webs across ecosystem types. Pseudo food webs were reconstructed from models trained using a 60% split of observed trophic links. For each food web, pseudo-web values represent the mean across retained pseudo-web realisations after removing pseudo-run outliers using Tukey’s 1.5×IQR rule within each food web and metric. Boxplots show the median (centre lines), and outliers (circles), with edges and whiskers representing the 25% and 75% quartiles, and the smallest and largest values of the data respectively, with n = 55, 28, 134, 21 and 52 for empirical lakes, streams, marine and terrestrial above- and below-ground respectively. ","Figure 5. Comparison on food web properties between empirical and pseudo webs. a–d Connectance (a), average trophic height (b), mean generality (c), and mean vulnerability (d), between empirical (dark colour) and pseudo (light colour) food webs across ecosystem types. Pseudo food webs were reconstructed from models trained using a 60% split of observed trophic links. For each food web, pseudo-web values represent the mean across retained pseudo-web realisations after removing pseudo-run outliers using Tukey’s 1.5×IQR rule within each food web and metric. Boxplots show the median (centre lines), and outliers (circles), with edges and whiskers representing the 25% and 75% quartiles, and the most extreme observations within 1.5×IQR of the quartiles, respectively, with n = 55, 28, 134, 21 and 52 paired food webs for lakes, streams, marine and terrestrial above- and below-ground, respectively, for connectance, generality and vulnerability; trophic-height sample sizes are 55, 28, 133, 21 and 51. Each pseudo mean requires at least 25 of 50 retained runs, and classification uses a threshold of 0.5. ",Corregir la definición de bigotes de los diagramas de caja. | Precisar los tamaños muestrales de las distribuciones representadas y la retención mínima.,"week-33.ipynb cells 65b4e60f,f3eec4ae; week-32.ipynb cells 5ee1bf7d,8c6a2ac3,26714dfc; boxplot default whis=1.5 | week-33.ipynb cell f3eec4ae; verified_values/ecological_wilcoxon.csv"
Jorge Stage 2 Tables and Figures - Sep 8 JC.docx,P348,"Supplementary Figure 3. K-fold validation on the modified WLNM for link prediction in food webs. Performance scores under 3-, 5-, and 10-fold cross-validation, corresponding to approximately ~67%, 80% and 90% of data used for training, respectively. Performance is reported for ROC-AUC, PR-AUC, F1, MCC, Precision, Recall and TSS. Boxplots show the median (centre lines), and outliers (circles), with edges and whiskers representing the 25% and 75% quartiles, and the smallest and largest values of the data respectively, with n = 290 for each metric and 20 repeated cross-validation runs per food web.","Supplementary Figure 3. K-fold validation on the modified WLNM for link prediction in food webs. Performance scores under 3-, 5-, and 10-fold cross-validation, corresponding to approximately ~67%, 80% and 90% of data used for training, respectively. Performance is reported for ROC-AUC, PR-AUC, F1, MCC, Precision, Recall and TSS. Boxplots show the median (centre lines), and outliers (circles), with edges and whiskers representing the 25% and 75% quartiles, and the most extreme observations within 1.5×IQR of the quartiles, respectively, with n = 290 for each metric and 20 repetitions of model fitting and negative sampling on fixed folds per food web. Fold-level values were averaged within each repetition before metric-specific Tukey filtering, requiring at least 10 of 20 repetitions. Classification used a threshold of 0.5.",Corregir la definición de bigotes de los diagramas de caja. | Corregir la repetición de CV y precisar retención.,"week-33.ipynb cells 65b4e60f,f3eec4ae; week-32.ipynb cells 5ee1bf7d,8c6a2ac3,26714dfc; boxplot default whis=1.5 | week-32.ipynb cell 8c6a2ac3; authorised CV retention_manifest.json; kfold runner:45-47"
Jorge Stage 2 Tables and Figures - Sep 8 JC.docx,P353,"Supplementary Figure 4. Comparison on model performance across ecosystem types. a–g Performance is reported for ROC-AUC (a), PR-AUC (b), F1 (c), MCC (d), Precision (e), Recall (f) and TSS (g) for lakes, streams, marine, terrestrial above- and below-ground. Boxplots show the median (centre lines), and outliers (circles), with edges and whiskers representing the 25% and 75% quartiles, and the smallest and largest values of the data respectively, with n = 55, 28, 134, 21 and 52 for lakes, streams, marine and terrestrial above- and below-ground respectively (each food web contributes one mean value across 50 runs).","Supplementary Figure 4. Comparison on model performance across ecosystem types. a–g Performance is reported for ROC-AUC (a), PR-AUC (b), F1 (c), MCC (d), Precision (e), Recall (f) and TSS (g) for lakes, streams, marine, terrestrial above- and below-ground. Boxplots show the median (centre lines), and outliers (circles), with edges and whiskers representing the 25% and 75% quartiles, and the most extreme observations within 1.5×IQR of the quartiles, respectively, with n = 55, 28, 134, 21 and 52 for lakes, streams, marine and terrestrial above- and below-ground respectively (each food web contributes one mean value across at least 25 retained runs from 50 repetitions after metric-specific Tukey filtering, at 90% training and classification threshold 0.5).",Corregir la definición de bigotes de los diagramas de caja. | Precisar qué observaciones forman los diagramas.,"week-33.ipynb cells 65b4e60f,f3eec4ae; week-32.ipynb cells 5ee1bf7d,8c6a2ac3,26714dfc; boxplot default whis=1.5 | week-32.ipynb cell 26714dfc"
Jorge Stage 2 Tables and Figures - Sep 8 JC.docx,P368,"Supplementary Figure 7. Accuracy of the prediction of trophic links. Performance is reported for ROC-AUC, PR-AUC, F1, MCC, Precision, Recall and TSS with a training ratio of 90% for the original WLNM (light colour) and the extended WLNM for ecological networks (dark colour). Boxplots show the median (centre lines), and outliers (circles), with edges and whiskers representing the 25% and 75% quartiles, and the smallest and largest values of the data respectively, with n = 290 for each metric.","Supplementary Figure 7. Accuracy of the prediction of trophic links. Performance is reported for ROC-AUC, PR-AUC, F1, MCC, Precision, Recall and TSS with a training ratio of 90% for the original WLNM (light colour) and the extended WLNM for ecological networks (dark colour). Boxplots show the median (centre lines), and outliers (circles), with edges and whiskers representing the 25% and 75% quartiles, and the most extreme observations within 1.5×IQR of the quartiles, respectively, with n = 290 for each metric. Each food web contributes one mean per metric after Tukey’s 1.5×IQR filtering, requiring at least 25 of 50 runs; classification used a threshold of 0.5. ",Corregir la definición de bigotes de los diagramas de caja. | Documentar retención y relacionar las versiones principal y suplementaria.,"week-33.ipynb cells 65b4e60f,f3eec4ae; week-32.ipynb cells 5ee1bf7d,8c6a2ac3,26714dfc; boxplot default whis=1.5 | week-33.ipynb cell 65b4e60f; week-32.ipynb cell 5ee1bf7d"
Jorge Stage 2 Tables and Figures - Sep 8 JC.docx,P017,"Figure 4. The effect of training ratio on model performance. a–g Predictive performance across training ratios from 10% to 90% with respect to ROC-AUC (a), F1 (b), MCC (c) and Precision (d), respectively. Error bars indicate standard error of the mean. The vertical dashed line marks the 60% training ratio.","Figure 4. The effect of training ratio on model performance. a–d Predictive performance across training ratios from 10% to 90% with respect to ROC-AUC (a), F1 (b), MCC (c) and Precision (d), respectively. Points show medians and error bars span the 25th–75th percentiles across food-web means after Tukey filtering. The vertical dashed line marks the 60% training ratio. Classification used a threshold of 0.5, and each food-web mean required at least 25 of 50 runs retained after metric-specific Tukey filtering. ",Corregir el número de paneles de la figura principal. | Corregir el estadístico central y las barras mostradas. | Explicitar el protocolo de los datos representados.,"week-33.ipynb cell a61182cc; final embedded image8.png | week-33.ipynb cell a61182cc: median_values, error_values; week-32.ipynb cell 2651cffd | primary retention_manifest.json; docs/stats/apply_wlnm_tukey_retention.py"
Jorge Stage 2 Tables and Figures - Sep 8 JC.docx,P372,"Supplementary Figure 8. The effect of training ratio on model performance. a–g Predictive performance across training ratios from 10% to 90% with respect to ROC-AUC (a), PR-AUC (b), F1 (c), MCC (d), Precision (e), Recall (f) and TSS (g), respectively. Error bars indicate standard error of the mean. The vertical dashed line marks the 60% training ratio.","Supplementary Figure 8. The effect of training ratio on model performance. a–g Predictive performance across training ratios from 10% to 90% with respect to ROC-AUC (a), PR-AUC (b), F1 (c), MCC (d), Precision (e), Recall (f) and TSS (g), respectively. Points show medians and error bars span the 25th–75th percentiles across food-web means after Tukey filtering. The vertical dashed line marks the 60% training ratio. Classification used a threshold of 0.5, and each food-web mean required at least 25 of 50 runs retained after metric-specific Tukey filtering. ",Corregir el estadístico central y las barras mostradas. | Explicitar el protocolo de los datos representados.,"week-33.ipynb cell a61182cc: median_values, error_values; week-32.ipynb cell 2651cffd | primary retention_manifest.json; docs/stats/apply_wlnm_tukey_retention.py"
Jorge Stage 2 Tables and Figures - Sep 8 JC.docx,P034,"Supplementary Table 1. Species for a terrestrial aboveground food web named Grand Caricaie marsh dominated by Cladietum marisci, not mown ClControl2. Species are organised in ascending order of body mass (in grams).","Supplementary Table 1. Species for a terrestrial aboveground food web named Grand Caricaie marsh dominated by Cladietum marisci, not mown ClControl2. Species are organised in ascending order of body mass (in milligrams).",Corregir la unidad de masas de la tabla.,week-32.ipynb cell a36a0f93: mass * 1000.0 and Mass_mg
Jorge Stage 2 Tables and Figures - Sep 8 JC.docx,P040,Mass (g),Mass (mg),Corregir el encabezado de unidad.,week-32.ipynb cell a36a0f93: mass * 1000.0 and Mass_mg
Jorge Stage 2 Tables and Figures - Sep 8 JC.docx,P358,"Supplementary Fig. 5. Predictive performance across empirical food-web size. a–g Performance is reported for ROC-AUC (a), PR-AUC (b), F1 (c), MCC (d), Precision (e), Recall (f) and TSS (g) against the number of nodes for all food webs in lakes (circles), streams (squares), marine (diamonds), terrestrial above- (triangles) and below-ground (inverted triangles). The training ratio was 90%, and for each metric, the mean result over 50 runs for each web is reported. Food-web size explained little variation in predictive performance, despite several statistically significant but weak associations, including ROC-AUC (F1,288 = 36.8364, P < 0.0001, r2 = 0.1134; y = 0.9180 - 0.0006x), PR-AUC (F1,288 = 8.6125, P = 0.0036, r2 = 0.0290; y = 0.4719 + 0.0005x), F1 (F1,288 = 9.2940, P = 0.0025, r2 = 0.0313; y = 0.7072 - 0.0007x), MCC (F1,288 = 10.2169, P = 0.0015, r2 = 0.0343; y = 0.6630 - 0.0007x), Precision (F1,288 = 0.0188, P = 0.8912, r2 = 0.0001; y = 0.9028 + 0.0000x), Recall (F1,288 = 17.9205, P < 0.0001, r2 = 0.0586; y = 0.6478 - 0.0010x) and TSS (F1,288 = 14.0341, P = 0.0002, r2 = 0.0465; y = 0.6017 - 0.0009x). Regressions were fitted using untransformed node counts. Regression lines are not shown here as the x-axes are in log scale.","Supplementary Fig. 5. Predictive performance across empirical food-web size. a–g Performance is reported for ROC-AUC (a), PR-AUC (b), F1 (c), MCC (d), Precision (e), Recall (f) and TSS (g) against the number of nodes for all food webs in lakes (circles), streams (squares), marine (diamonds), terrestrial above- (triangles) and below-ground (inverted triangles). The training ratio was 90%, and for each metric, the mean result over at least 25 retained runs from 50 repetitions, after metric-specific Tukey filtering at classification threshold 0.5, is reported for each web. Food-web size explained little variation in predictive performance, despite several statistically significant but weak associations, including ROC-AUC (F1,288 = 36.8364, P < 0.0001, r2 = 0.1134; y = 0.9180 - 0.0006x), PR-AUC (F1,288 = 8.6125, P = 0.0036, r2 = 0.0290; y = 0.4719 + 0.0005x), F1 (F1,288 = 9.2940, P = 0.0025, r2 = 0.0313; y = 0.7072 - 0.0007x), MCC (F1,288 = 10.2169, P = 0.0015, r2 = 0.0343; y = 0.6630 - 0.0007x), Precision (F1,288 = 0.0188, P = 0.8912, r2 = 0.0001; y = 0.9028 + 0.000020x), Recall (F1,288 = 17.9205, P < 0.0001, r2 = 0.0586; y = 0.6478 - 0.0010x) and TSS (F1,288 = 14.0341, P = 0.0002, r2 = 0.0465; y = 0.6017 - 0.0009x). Regressions were fitted using untransformed node counts. Regression lines are not shown here as the x-axes are in log scale.",Precisar el filtrado aplicado a los puntos de regresión. | Conservar el signo y magnitud de la pendiente con precisión suficiente.,"week-32.ipynb cells 8c81ac4d,aad4b23a | verified_values/regressions.csv: Predictor=Nodes, Metric=Precision"
Jorge Stage 2 Tables and Figures - Sep 8 JC.docx,P363,"Supplementary Figure 6. Predictive performance across empirical food-web connectance. a–g Performance is reported for ROC-AUC (a), PR-AUC (b), F1 (c), MCC (d), Precision (e), Recall (f) and TSS (g) against connectance for all food webs in lakes (circles), streams (squares), marine (diamonds), terrestrial above- (triangles) and below-ground (inverted triangles). The training ratio was 90%, and for each metric, the mean result over 50 runs for each web is reported. Connectance was found to have no significant effect on ROC-AUC (F1,288 = 0.2306, P = 0.6314, r2 = 0.0008; y = 0.8873 - 0.0617x), PR-AUC (F1,288 = 2.4072, P = 0.1219, r2 = 0.0083; y = 0.4597 + 0.3176x), F1 (F1,288 = 0.1726, P = 0.6781, r2 = 0.0006; y = 0.6502 + 0.1091x) and MCC (F1,288 = 1.1600, P = 0.2824, r2 = 0.0040; y = 0.6582 - 0.2723x). Connectance showed a weak association with Precision (F1,288 = 13.8700, P = 0.0002, r2 = 0.0459; y = 0.9908 - 0.6286x), while no significant effects were found for Recall (F1,288 = 1.5282, P = 0.2174, r2 = 0.0053; y = 0.5326 + 0.3649x) and TSS (F1,288 = 0.1477, P = 0.7010, r2 = 0.0005; y = 0.5600 - 0.1129x).","Supplementary Figure 6. Predictive performance across empirical food-web connectance. a–g Performance is reported for ROC-AUC (a), PR-AUC (b), F1 (c), MCC (d), Precision (e), Recall (f) and TSS (g) against connectance for all food webs in lakes (circles), streams (squares), marine (diamonds), terrestrial above- (triangles) and below-ground (inverted triangles). The training ratio was 90%, and for each metric, the mean result over at least 25 retained runs from 50 repetitions, after metric-specific Tukey filtering at classification threshold 0.5, is reported for each web. Connectance was found to have no significant effect on ROC-AUC (F1,288 = 0.2306, P = 0.6314, r2 = 0.0008; y = 0.8873 - 0.0617x), PR-AUC (F1,288 = 2.4072, P = 0.1219, r2 = 0.0083; y = 0.4597 + 0.3176x), F1 (F1,288 = 0.1726, P = 0.6781, r2 = 0.0006; y = 0.6502 + 0.1091x) and MCC (F1,288 = 1.1600, P = 0.2824, r2 = 0.0040; y = 0.6582 - 0.2723x). Connectance showed a weak association with Precision (F1,288 = 13.8700, P = 0.0002, r2 = 0.0459; y = 0.9908 - 0.6286x), while no significant effects were found for Recall (F1,288 = 1.5282, P = 0.2174, r2 = 0.0053; y = 0.5326 + 0.3649x) and TSS (F1,288 = 0.1477, P = 0.7010, r2 = 0.0005; y = 0.5600 - 0.1129x).",Precisar el filtrado aplicado a los puntos de regresión.,"week-32.ipynb cells 8c81ac4d,aad4b23a"
