Processing dataset: Dempsters Stream_tax_mass
    "Processing with K …"    "10"    " using strategy: "    "high2low"

    "Experiment "    "1"    " (strategy: "    "high2low"    ") — Running WLNM..."

[sample_neg] Final link counts:
    Train Positive: 772
    Train Negative: 1544
    Test  Positive: 193
    Test  Negative: 386
Encoding 1608 subgraphs (K = 10)...
[WARN] Link (13,5) triggered large expansion: 38 nodes
[WARN] Link (38,24) triggered large expansion: 47 nodes
[WARN] Link (4,55) triggered large expansion: 54 nodes
[WARN] Link (107,97) triggered large expansion: 31 nodes
Progress: 49% – Elapsed: 0.1s
Encoding link 275 of 559: (41,4)
[WARN] Link (43,32) triggered large expansion: 36 nodes
[WARN] Link (17,90) triggered large expansion: 31 nodes
[WARN] Link (38,46) triggered large expansion: 47 nodes
[WARN] Link (43,38) triggered large expansion: 37 nodes
[WARN] Link (16,2) triggered large expansion: 53 nodes
[WARN] Link (12,1) triggered large expansion: 43 nodes
[WARN] Link (16,63) triggered large expansion: 53 nodes
[WARN] Link (25,1) triggered large expansion: 53 nodes
[WARN] Link (43,91) triggered large expansion: 36 nodes
[WARN] Link (12,90) triggered large expansion: 43 nodes
[WARN] Link (44,60) triggered large expansion: 49 nodes
[WARN] Link (4,59) triggered large expansion: 53 nodes
[WARN] Link (38,78) triggered large expansion: 47 nodes
Progress: 59% – Elapsed: 0.1s
Encoding link 330 of 559: (100,3)
[WARN] Link (107,31) triggered large expansion: 31 nodes
[WARN] Link (93,91) triggered large expansion: 39 nodes
[WARN] Link (4,99) triggered large expansion: 53 nodes
[WARN] Link (69,38) triggered large expansion: 32 nodes
[WARN] Link (25,44) triggered large expansion: 53 nodes
[WARN] Link (4,64) triggered large expansion: 53 nodes
[WARN] Link (4,43) triggered large expansion: 53 nodes
[WARN] Link (38,16) triggered large expansion: 48 nodes
[WARN] Link (43,46) triggered large expansion: 36 nodes
[WARN] Link (43,97) triggered large expansion: 36 nodes
[WARN] Link (12,31) triggered large expansion: 43 nodes
[WARN] Link (98,99) triggered large expansion: 31 nodes
[WARN] Link (16,44) triggered large expansion: 53 nodes
Progress: 69% – Elapsed: 0.1s
Encoding link 385 of 559: (16,44)
[WARN] Link (69,24) triggered large expansion: 31 nodes
[WARN] Link (16,90) triggered large expansion: 53 nodes
[WARN] Link (44,46) triggered large expansion: 49 nodes
[WARN] Link (98,32) triggered large expansion: 32 nodes
[WARN] Link (93,42) triggered large expansion: 38 nodes
[WARN] Link (98,59) triggered large expansion: 32 nodes
[WARN] Link (38,36) triggered large expansion: 47 nodes
[WARN] Link (25,108) triggered large expansion: 54 nodes
[WARN] Link (43,60) triggered large expansion: 37 nodes
[WARN] Link (38,67) triggered large expansion: 47 nodes
[WARN] Link (4,105) triggered large expansion: 54 nodes
Progress: 79% – Elapsed: 0.1s
Encoding link 440 of 559: (4,105)
[WARN] Link (25,12) triggered large expansion: 54 nodes
[WARN] Link (98,67) triggered large expansion: 32 nodes
[WARN] Link (12,64) triggered large expansion: 44 nodes
[WARN] Link (17,62) triggered large expansion: 31 nodes
[WARN] Link (17,58) triggered large expansion: 32 nodes
[WARN] Link (17,68) triggered large expansion: 31 nodes
[WARN] Link (98,46) triggered large expansion: 31 nodes
[WARN] Link (43,79) triggered large expansion: 37 nodes
[WARN] Link (38,105) triggered large expansion: 48 nodes
[WARN] Link (12,58) triggered large expansion: 43 nodes
[WARN] Link (69,4) triggered large expansion: 31 nodes
[WARN] Link (93,16) triggered large expansion: 38 nodes
[WARN] Link (16,67) triggered large expansion: 53 nodes
[WARN] Link (12,78) triggered large expansion: 43 nodes
[WARN] Link (25,86) triggered large expansion: 54 nodes
Progress: 89% – Elapsed: 0.1s
Encoding link 495 of 559: (25,86)
[WARN] Link (98,100) triggered large expansion: 31 nodes
[WARN] Link (107,25) triggered large expansion: 31 nodes
[WARN] Link (43,35) triggered large expansion: 36 nodes
[WARN] Link (17,107) triggered large expansion: 31 nodes
[WARN] Link (44,105) triggered large expansion: 50 nodes
[WARN] Link (69,91) triggered large expansion: 31 nodes
[WARN] Link (98,41) triggered large expansion: 31 nodes
[WARN] Link (44,91) triggered large expansion: 49 nodes
Progress: 98% – Elapsed: 0.1s
Encoding link 550 of 559: (59,98)
[WARN] Link (4,45) triggered large expansion: 53 nodes
Done. Total time: 0.1s
|========================================================================================|
|  Epoch  |  Iteration  |  Time Elapsed  |  Mini-batch  |  Mini-batch  |  Base Learning  |
|         |             |   (hh:mm:ss)   |   Accuracy   |     Loss     |      Rate       |
|========================================================================================|
|       1 |           1 |       00:00:00 |        3.57% |       0.8092 |          0.1000 |
|      50 |          50 |       00:00:00 |       97.62% |       0.1075 |          0.0656 |
|     100 |         100 |       00:00:00 |       97.62% |       0.0892 |          0.0387 |
|     150 |         150 |       00:00:00 |       97.62% |       0.0569 |          0.0229 |
|     200 |         200 |       00:00:00 |       98.81% |       0.0206 |          0.0135 |
|========================================================================================|
Training finished: Max epochs completed.
Best Threshold: 0.10, Precision: 0.8065, Recall: 0.1295, F1-Score: 0.2232
AUC: 0.4513
