page1,page2,similarity
"""McDonald's República Dominicana""","""Puesto""",0.5768604874610901
"""McDonald's República Dominicana""","""Dan Steph & Emmy""",0.5746408700942993
"""McDonald's República Dominicana""","""My Cupcake Addiction""",0.5659804940223694
"""McDonald's República Dominicana""","""Dunkin' Coffee""",0.5656741857528687
"""McDonald's República Dominicana""","""Outback Steakhouse""",0.5644555687904358
"""McDonald's República Dominicana""","""Hari Ghotra""",0.5634446740150452
"""McDonald's""","""Madison Cowan""",0.5908887982368469
"""McDonald's""","""Karlos Arguiñano""",0.5851752758026123
"""McDonald's""","""Burger King Nederland""",0.5848665237426758
"""McDonald's""","""Chef Andrew Gruel""",0.5806910991668701
"""McDonald's""","""McDonald's""",0.5793431401252747
"""McDonald's""","""Wolfgang Puck""",0.5772855281829834
"""McDonald's""","""UMass Dining""",0.5763177871704102
"""McDonald's""","""Burger Lounge""",0.5746294856071472
"""McDonald's""","""Tom's Kitchen""",0.5693511962890625
"""McDonald's""","""McDonald's""",0.5689035654067993
"""Chef Richard Sandoval""","""Julia Child""",0.5952314138412476
"""Chef Richard Sandoval""","""Christophe Bacquie""",0.5837258696556091
"""Chef Richard Sandoval""","""KFC""",0.583162784576416
"""Chef Richard Sandoval""","""Christian Bau""",0.5825873613357544
"""Chef Richard Sandoval""","""Tom's Kitchen""",0.5799474120140076
"""Chef Richard Sandoval""","""Donal Skehan""",0.5767629146575928
"""Chef Richard Sandoval""","""KFC""",0.5750670433044434
"""Chef Richard Sandoval""","""Mei Lin""",0.5715177059173584
"""Chef Richard Sandoval""","""Subway, Cayman Islands""",0.5709717273712158
"""Chef Richard Sandoval""","""Karen Martini""",0.5704349279403687
"""Jumia Food""","""Hugh Acheson""",0.5939900875091553
"""Jumia Food""","""foodpanda""",0.5906658172607422
"""Jumia Food""","""Dean Sheremet""",0.575100839138031
"""Jumia Food""","""Chef Daniel Boulud""",0.5725084543228149
"""Jumia Food""","""El Torito""",0.5700246095657349
"""Jumia Food""","""Pedro Lambertini""",0.569417417049408
"""Jumia Food""","""McDonald's""",0.5685787796974182
"""Jumia Food""","""Taco Bell Rep Dom""",0.5680820941925049
"""Jumia Food""","""McDonald's""",0.5671006441116333
"""Jumia Food""","""Celler de Can Roca""",0.5664222836494446
"""Christian Bau""","""Chef Richard Sandoval""",0.5825873613357544
"""Christian Bau""","""McDonald's""",0.5782454609870911
"""Christian Bau""","""Enrique Olvera""",0.577360987663269
"""Christian Bau""","""Outlander Kitchen""",0.5763719081878662
"""Christian Bau""","""Chili's Beirut""",0.5724899172782898
"""Christian Bau""","""麥當勞""",0.5718385577201843
"""Christian Bau""","""Magnum""",0.5706936717033386
"""Christian Bau""","""Ochikeron""",0.5693564414978027
"""Christian Bau""","""KFC""",0.5681635737419128
"""Christian Bau""","""T-rex Cafe""",0.5675723552703857
"""Jumia Food""","""Alain Ducasse""",0.5934022665023804
"""Jumia Food""","""Quique Dacosta""",0.5827428102493286
"""Jumia Food""","""Leslie Gilliams""",0.5670127868652344
"""Jumia Food""","""Chef Robert Irvine""",0.5669480562210083
"""Jumia Food""","""Gaston Acurio""",0.5663067698478699
"""Jumia Food""","""Mary Nolan, Bon Appétit Executive Chef""",0.5655813813209534
"""Jumia Food""","""Ricardo Cuisine""",0.564930260181427
"""Jumia Food""","""Roxanne Spruance""",0.5646906495094299
"""Jumia Food""","""Anjali Pathak""",0.563832700252533
"""Jumia Food""","""Nando's""",0.5627275705337524
"""McDonald's""","""Nando's""",0.6023940443992615
"""McDonald's""","""Francis Mallmann""",0.5939828157424927
"""McDonald's""","""Nando's""",0.5885732173919678
"""McDonald's""","""McDonald's""",0.5869631767272949
"""McDonald's""","""El Torito""",0.5813517570495605
"""McDonald's""","""Santiago Giorgini""",0.5780565738677979
"""McDonald's""","""KFC""",0.5755694508552551
"""McDonald's""","""Chetna Makan""",0.5696135759353638
"""McDonald's""","""Dunkin' Donuts""",0.567377507686615
"""McDonald's""","""Nicko's Kitchen""",0.5657363533973694
"""McDonald's""","""Simon Bryant""",0.5776395201683044
"""McDonald's""","""Maria Loi""",0.5773009657859802
"""McDonald's""","""Cadillac Bar Houston""",0.5742553472518921
"""McDonald's""","""Sam Choy""",0.5741785168647766
"""McDonald's""","""Emmi CAFFÈ LATTE""",0.5714985132217407
"""McDonald's""","""Delverde""",0.570336103439331
"""McDonald's""","""McDonald's""",0.5685055255889893
"""McDonald's""","""Josh Elkin""",0.5682127475738525
"""McDonald's""","""Gavin Kaysen""",0.5633355379104614
"""McDonald's""","""Chili's Beirut""",0.5619722008705139
"""Aliya LeeKong""","""Marc Forgione""",0.6026908755302429
"""Aliya LeeKong""","""Nando's""",0.593060314655304
"""Aliya LeeKong""","""McDonald's""",0.5836427211761475
"""Aliya LeeKong""","""Chef Jet Tila""",0.5779025554656982
"""Aliya LeeKong""","""McDonald's""",0.5761984586715698
"""Aliya LeeKong""","""Nando's""",0.5754610300064087
"""Aliya LeeKong""","""KFC""",0.5752113461494446
"""Aliya LeeKong""","""Crystal Jade Palace - JW Marriott Hotel Hanoi""",0.5716580748558044
"""Aliya LeeKong""","""Domino's Pizza""",0.5699511766433716
"""Aliya LeeKong""","""McDonald's""",0.5686472654342651
"""Taco Bell Kuwait""","""Eddie Jackson - FIT CHEF EDDIE""",0.5910879373550415
"""Taco Bell Kuwait""","""Nicko's Kitchen""",0.5692019462585449
"""Taco Bell Kuwait""","""Wings""",0.5686280131340027
"""Taco Bell Kuwait""","""Sonia Peronaci""",0.5684944987297058
"""Taco Bell Kuwait""","""Chef Lorena Garcia""",0.5656863451004028
"""Taco Bell Kuwait""","""Telepizza Guatemala""",0.5639470219612122
"""Taco Bell Kuwait""","""KFC""",0.5635703206062317
"""Taco Bell Kuwait""","""Zac Kara""",0.5599181056022644
"""Taco Bell Kuwait""","""Fast Ed""",0.5595771670341492
"""Taco Bell Kuwait""","""Dick's Drive In Restaurant""",0.5579302310943604
"""McDonald's""","""Johnny Iuzzini""",0.597514271736145
"""McDonald's""","""McDonald's""",0.5793431401252747
"""McDonald's""","""McDonald's""",0.5760565996170044
"""McDonald's""","""KFC""",0.5756118297576904
"""McDonald's""","""Alex French Guy Cooking""",0.5736903548240662
"""McDonald's""","""Enrique Olvera""",0.5704345703125
"""McDonald's""","""McDonald's""",0.5696256160736084
"""McDonald's""","""Chef Ben Churchill""",0.5648388862609863
"""McDonald's""","""Princi""",0.5634991526603699
"""McDonald's""","""Chef David Burke""",0.562315821647644
"""Chef Ben Ford""","""達美樂披薩""",0.5961078405380249
"""Chef Ben Ford""","""Chef Pete Evans""",0.5893632173538208
"""Chef Ben Ford""","""Jean-François Piège     -      Page Officielle""",0.5876662731170654
"""Chef Ben Ford""","""McDonald's""",0.5770770311355591
"""Chef Ben Ford""","""Joanna 劉韋彤""",0.574856698513031
"""Chef Ben Ford""","""Johnny Iuzzini""",0.5676442384719849
"""Chef Ben Ford""","""Cat Cora""",0.5665390491485596
"""Chef Ben Ford""","""KFC""",0.5664801597595215
"""Chef Ben Ford""","""Tom Aikens""",0.5629658102989197
"""Chef Ben Ford""","""McDonald's""",0.5621050596237183
"""Taste of London""","""Famous Dave's Bar-B-Que of America""",0.5987629890441895
"""Taste of London""","""Christine Ha""",0.596885085105896
"""Taste of London""","""Gary Mehigan""",0.5905671715736389
"""Taste of London""","""ChefAlexander""",0.5844514966011047
"""Taste of London""","""Outback Steakhouse""",0.5839308500289917
"""Taste of London""","""Pasqualino Barbasso""",0.5835738182067871
"""Taste of London""","""Ochikeron""",0.5768263936042786
"""Taste of London""","""The French Laundry""",0.5693281888961792
"""Taste of London""","""Donato De Santis""",0.5692383646965027
"""Taste of London""","""Fast Ed""",0.5669712424278259
"""Cristian D'Elia""","""Bruno Barbieri""",0.5871849060058594
"""Cristian D'Elia""","""Chef David Burke""",0.5826570391654968
"""Cristian D'Elia""","""Sonia Peronaci""",0.5824267864227295
"""Cristian D'Elia""","""Puesto""",0.5818096399307251
"""Cristian D'Elia""","""Taco Bell Panamá""",0.5790270566940308
"""Cristian D'Elia""","""Dunkin' Donuts""",0.5704067349433899
"""Cristian D'Elia""","""Emmi CAFFÈ LATTE""",0.5692793130874634
"""Cristian D'Elia""","""Dunkin' Donuts""",0.5634729266166687
"""Cristian D'Elia""","""Chope""",0.5623032450675964
"""Cristian D'Elia""","""KFC""",0.5621864795684814
"""Guillaume Gomez""","""RIBS - True American Barbecue""",0.5861923694610596
"""Guillaume Gomez""","""Pierre Gagnaire""",0.5849850177764893
"""Guillaume Gomez""","""Chef Francois Payard""",0.5840528607368469
"""Guillaume Gomez""","""Taco Bell Rep Dom""",0.5818666219711304
"""Guillaume Gomez""","""McDonald's""",0.5815944075584412
"""Guillaume Gomez""","""Domino's Pizza""",0.5781511068344116
"""Guillaume Gomez""","""Famous Dave's Bar-B-Que of America""",0.5722434520721436
"""Guillaume Gomez""","""McDonald's""",0.5713462233543396
"""Guillaume Gomez""","""Chevys Fresh Mex""",0.5709328651428223
"""Guillaume Gomez""","""Chef Aaron McCargo Jr""",0.5678635239601135
"""Christine Ha""","""Anjali Pathak""",0.597984254360199
"""Christine Ha""","""Taste of London""",0.596885085105896
"""Christine Ha""","""Tom's Kitchen""",0.5903232097625732
"""Christine Ha""","""JW Café - JW Marriott Hotel Hanoi""",0.5862324237823486
"""Christine Ha""","""Ravintola Salve""",0.5778032541275024
"""Christine Ha""","""T-rex Cafe""",0.5773797035217285
"""Christine Ha""","""Pescaria""",0.5756452083587646
"""Christine Ha""","""My Cupcake Addiction""",0.5735359787940979
"""Christine Ha""","""foodpanda / hellofood""",0.5722247958183289
"""Christine Ha""","""Mei Lin""",0.5670682787895203
"""Chef Daniel Boulud""","""Chef Damaris Phillips""",0.5812023878097534
"""Chef Daniel Boulud""","""Domino's Pizza""",0.580159068107605
"""Chef Daniel Boulud""","""Josh Elkin""",0.5761263370513916
"""Chef Daniel Boulud""","""Subway, Cayman Islands""",0.5758789777755737
"""Chef Daniel Boulud""","""Dina Nikolaou""",0.5734825134277344
"""Chef Daniel Boulud""","""Taco Bell Rep Dom""",0.5733030438423157
"""Chef Daniel Boulud""","""Jumia Food""",0.5725084543228149
"""Chef Daniel Boulud""","""McDonald's""",0.5706754326820374
"""Chef Daniel Boulud""","""Dunkin' Donuts""",0.56764817237854
"""Chef Daniel Boulud""","""Nando's""",0.5634262561798096
"""Per Se""","""Cesare Casella""",0.5909781455993652
"""Per Se""","""The French Laundry""",0.586855411529541
"""Per Se""","""Nando's""",0.5844486951828003
"""Per Se""","""Chef Derrick Fox""",0.5838423371315002
"""Per Se""","""Blue Ribbon Restaurants""",0.574899435043335
"""Per Se""","""Alessandro Borghese""",0.573562502861023
"""Per Se""","""Chef Charlie Palmer""",0.5733586549758911
"""Per Se""","""Grotto""",0.5729283094406128
"""Per Se""","""José Santaella""",0.5718827843666077
"""Per Se""","""Shane Delia""",0.5690737366676331
"""Niko Romito""","""McDonald's""",0.5896888375282288
"""Niko Romito""","""Dean Sheremet""",0.5778771638870239
"""Niko Romito""","""Michael Lomonaco""",0.5771040916442871
"""Niko Romito""","""McDonald's""",0.5713362693786621
"""Niko Romito""","""Chef Rusty Hamlin""",0.5684896111488342
"""Niko Romito""","""Fast Ed""",0.5647547245025635
"""Niko Romito""","""Chef Sue Zemanick""",0.5645591020584106
"""Niko Romito""","""Katie Pix""",0.5640762448310852
"""Niko Romito""","""Chef Michael Ferraro""",0.5632542371749878
"""Niko Romito""","""Levi Eirinberg""",0.5610591769218445
"""Marc Forgione""","""Aliya LeeKong""",0.6026908755302429
"""Marc Forgione""","""Harlem EatUp""",0.6001830697059631
"""Marc Forgione""","""McDonald's""",0.5860341787338257
"""Marc Forgione""","""Nando's""",0.5826708078384399
"""Marc Forgione""","""Olive Garden México""",0.580522894859314
"""Marc Forgione""","""McDonald's""",0.5761404037475586
"""Marc Forgione""","""Domino's Pizza Nigeria""",0.5733264088630676
"""Marc Forgione""","""Dunkin' Donuts""",0.5643299221992493
"""Marc Forgione""","""Nando's""",0.5622297525405884
"""Marc Forgione""","""Christophe Adam""",0.5605586767196655
"""Noëmie Honiat Top Chef""","""Pollo Campero Guatemala""",0.5826621055603027
"""Noëmie Honiat Top Chef""","""Bobby Flay""",0.5722938776016235
"""Noëmie Honiat Top Chef""","""Dani García""",0.5720072984695435
"""Noëmie Honiat Top Chef""","""Domino's Pizza""",0.5694609880447388
"""Noëmie Honiat Top Chef""","""Domino's Pizza Nigeria""",0.5664337277412415
"""Noëmie Honiat Top Chef""","""McDonald's Paraguay""",0.5653730034828186
"""Noëmie Honiat Top Chef""","""Bradley Ogden""",0.5644601583480835
"""Noëmie Honiat Top Chef""","""RIBS - True American Barbecue""",0.5639051198959351
"""Noëmie Honiat Top Chef""","""Nando's""",0.5619667172431946
"""Noëmie Honiat Top Chef""","""Chef Derrick Fox""",0.5619446039199829
"""Princi""","""Jumia Food""",0.5898119807243347
"""Princi""","""KFC""",0.5813907980918884
"""Princi""","""Éric Frechon""",0.5801405310630798
"""Princi""","""Nando's""",0.572232723236084
"""Princi""","""Magnum""",0.5718438625335693
"""Princi""","""Domino's Pizza""",0.5683885216712952
"""Princi""","""McDonald's""",0.5634991526603699
"""Princi""","""Franklin Barbecue""",0.5626657605171204
"""Princi""","""Opry City Stage""",0.5622377991676331
"""Princi""","""Relais & Châteaux""",0.559669017791748
"""Domino's Pizza""","""Delverde""",0.5934554934501648
"""Domino's Pizza""","""McDonald's""",0.5880054235458374
"""Domino's Pizza""","""Pasqualino Barbasso""",0.5872488021850586
"""Domino's Pizza""","""Roy Choi""",0.5864731073379517
"""Domino's Pizza""","""hellofood""",0.5803005695343018
"""Domino's Pizza""","""Scott Conant""",0.5782841444015503
"""Domino's Pizza""","""Éric Frechon""",0.5757836103439331
"""Domino's Pizza""","""Jimmy John's""",0.5748761892318726
"""Domino's Pizza""","""Xi'an Famous Foods 西安名吃""",0.5746468305587769
"""Domino's Pizza""","""Christophe Adam""",0.5733453631401062
"""Papacho's""","""Anis Nabilah""",0.5989128351211548
"""Papacho's""","""Eddie V's Prime Seafood""",0.58085036277771
"""Papacho's""","""Lillie's Asian Cuisine""",0.5807688236236572
"""Papacho's""","""Domino's Pizza Nigeria""",0.5751247406005859
"""Papacho's""","""Dunkin' Donuts""",0.5716989040374756
"""Papacho's""","""Chef Jamie DeRosa""",0.5696936249732971
"""Papacho's""","""Bubba Gump Shrimp Co.""",0.5677080154418945
"""Papacho's""","""McDonald's Deutschland Karriere""",0.5661613941192627
"""Papacho's""","""Felicitas Pizarro""",0.5658063888549805
"""Papacho's""","""Susan Feniger""",0.5651892423629761
"""Hugh Acheson""","""Jumia Food""",0.5939900875091553
"""Hugh Acheson""","""D'O - Davide Oldani""",0.5937398076057434
"""Hugh Acheson""","""The Edgy Veg""",0.5875045657157898
"""Hugh Acheson""","""SORTEDfood""",0.5840223431587219
"""Hugh Acheson""","""Chef Rusty Hamlin""",0.5832273960113525
"""Hugh Acheson""","""Nikki Dinki""",0.582080066204071
"""Hugh Acheson""","""Nando's""",0.5783330202102661
"""Hugh Acheson""","""Al Brown New Zealand Chef""",0.5757697820663452
"""Hugh Acheson""","""Chef Carla Hall""",0.5709404349327087
"""Hugh Acheson""","""McDonald's""",0.5686759948730469
"""McDonald's""","""Domino's Pizza""",0.6081111431121826
"""McDonald's""","""Domino's Pizza Türkiye""",0.5931335091590881
"""McDonald's""","""NishaMadhulika""",0.5905778408050537
"""McDonald's""","""Chef Aaron McCargo Jr""",0.5844919085502625
"""McDonald's""","""Simon Bryant""",0.5798231363296509
"""McDonald's""","""Chef Diego Lozano""",0.5796219110488892
"""McDonald's""","""Chetna Makan""",0.5764949321746826
"""McDonald's""","""Stephanie Izard""",0.5759904384613037
"""McDonald's""","""Hard Rock Cafe Ibiza""",0.5758927464485168
"""McDonald's""","""Chart House""",0.5745090842247009
"""Dunkin' Donuts""","""Nando's""",0.5994611382484436
"""Dunkin' Donuts""","""McDonald's""",0.5933646559715271
"""Dunkin' Donuts""","""Delverde""",0.592108428478241
"""Dunkin' Donuts""","""Valentin Neraudeau""",0.583363950252533
"""Dunkin' Donuts""","""Jumia Food""",0.5759959816932678
"""Dunkin' Donuts""","""Magnum""",0.5711309909820557
"""Dunkin' Donuts""","""Chef Pete Evans""",0.5707070827484131
"""Dunkin' Donuts""","""José Andrés""",0.5706661343574524
"""Dunkin' Donuts""","""Gavin Kaysen""",0.5702476501464844
"""Dunkin' Donuts""","""Cindy Pawlcyn""",0.5685490965843201
"""Domino's Pizza""","""Chili's Grill & Bar""",0.5955016016960144
"""Domino's Pizza""","""Lindsay Ann Bakes""",0.5898195505142212
"""Domino's Pizza""","""KFC""",0.5893028378486633
"""Domino's Pizza""","""Brew Bistro and Lounge""",0.5875847935676575
"""Domino's Pizza""","""Ochikeron""",0.5800443887710571
"""Domino's Pizza""","""Pescaria""",0.5724349021911621
"""Domino's Pizza""","""Johnny Prep""",0.5717147588729858
"""Domino's Pizza""","""Virginia Willis""",0.5651878714561462
"""Domino's Pizza""","""Ravintola Salve""",0.5626139640808105
"""Domino's Pizza""","""Roy Choi""",0.5609907507896423
"""McDonald's""","""達美樂披薩""",0.5827532410621643
"""McDonald's""","""Dunkin' Donuts""",0.5790737271308899
"""McDonald's""","""Carrabba's Italian Grill""",0.5779402256011963
"""McDonald's""","""Guy Savoy""",0.5742786526679993
"""McDonald's""","""Red Robin Gourmet Burgers""",0.5674515962600708
"""McDonald's""","""KFC""",0.5650275945663452
"""McDonald's""","""McDonald's""",0.5638108849525452
"""McDonald's""","""Marcel Vigneron""",0.5608323812484741
"""McDonald's""","""McDonald's""",0.558747410774231
"""McDonald's""","""Papacho's""",0.558635413646698
"""Jumia Food""","""Dunkin' Donuts""",0.590901255607605
"""Jumia Food""","""Opry City Stage""",0.5847116708755493
"""Jumia Food""","""Chef Maeve Rochford""",0.5802099108695984
"""Jumia Food""","""Pasqualino Barbasso""",0.5748622417449951
"""Jumia Food""","""McDonald's""",0.5705320239067078
"""Jumia Food""","""McDonald's""",0.5694019794464111
"""Jumia Food""","""Donatella Arpaia""",0.5688456296920776
"""Jumia Food""","""McDonald's Japan""",0.5676694512367249
"""Jumia Food""","""The Tuscan Gun""",0.5658686757087708
"""Jumia Food""","""Nando's PERi-PERi""",0.5657950639724731
"""Alex Atala""","""Crystal Jade Singapore""",0.5927298665046692
"""Alex Atala""","""KFC""",0.5714677572250366
"""Alex Atala""","""Five Guys""",0.5644742250442505
"""Alex Atala""","""Shane Delia""",0.5604208111763
"""Alex Atala""","""Ranveer Brar""",0.5589121580123901
"""Alex Atala""","""Spike Mendelsohn""",0.5587925314903259
"""Alex Atala""","""Dunkin' Coffee""",0.5587462186813354
"""Alex Atala""","""Ignacio Mattos""",0.5562319159507751
"""Alex Atala""","""Dunkin' Donuts""",0.5559560060501099
"""Alex Atala""","""Robin Miller""",0.5549677014350891
"""RIBS - True American Barbecue""","""Cesare Casella""",0.5981597304344177
"""RIBS - True American Barbecue""","""Steak 'n Shake""",0.594831109046936
"""RIBS - True American Barbecue""","""Los Petersen Cocineros""",0.5903823971748352
"""RIBS - True American Barbecue""","""Guillaume Gomez""",0.5861923694610596
"""RIBS - True American Barbecue""","""Dean Sheremet""",0.581952691078186
"""RIBS - True American Barbecue""","""Dunkin' Donuts""",0.5784280896186829
"""RIBS - True American Barbecue""","""Alberto Chicote""",0.578105092048645
"""RIBS - True American Barbecue""","""McDonald's""",0.5777837634086609
"""RIBS - True American Barbecue""","""Cucina by Wolfgang Puck""",0.5710511803627014
"""RIBS - True American Barbecue""","""Puesto""",0.5697846412658691
"""Burger King Malaysia""","""McDonald's""",0.5881873369216919
"""Burger King Malaysia""","""Sam Choy""",0.5785301327705383
"""Burger King Malaysia""","""McDonald's""",0.5778663158416748
"""Burger King Malaysia""","""Roy Choi""",0.5753628611564636
"""Burger King Malaysia""","""Seamus Mullen""",0.5705665946006775
"""Burger King Malaysia""","""Christophe Adam""",0.5696656703948975
"""Burger King Malaysia""","""Domino's Pizza""",0.5679106116294861
"""Burger King Malaysia""","""Duff Goldman""",0.567308247089386
"""Burger King Malaysia""","""T-rex Cafe""",0.5628930330276489
"""Burger King Malaysia""","""Guillaume Gomez""",0.5605869889259338
"""Chef Sue Zemanick""","""Chef Sheldon Simeon""",0.5916470289230347
"""Chef Sue Zemanick""","""Hari Ghotra""",0.5882806777954102
"""Chef Sue Zemanick""","""KFC""",0.5877212285995483
"""Chef Sue Zemanick""","""Scott Conant""",0.5753114819526672
"""Chef Sue Zemanick""","""Pierre Sang Boyer Officiel""",0.5750269293785095
"""Chef Sue Zemanick""","""KFC""",0.5698534846305847
"""Chef Sue Zemanick""","""Alfred Portale""",0.5694511532783508
"""Chef Sue Zemanick""","""KFC""",0.5684270858764648
"""Chef Sue Zemanick""","""McDonald's""",0.5678548216819763
"""Chef Sue Zemanick""","""Roy Choi""",0.5668419599533081
"""Chef Carlo Cracco""","""Blue Ribbon Fried Chicken""",0.6240940690040588
"""Chef Carlo Cracco""","""Nando's""",0.6075576543807983
"""Chef Carlo Cracco""","""Simon Bryant""",0.6047890186309814
"""Chef Carlo Cracco""","""MASAの料理ABC""",0.6000613570213318
"""Chef Carlo Cracco""","""Bruno Oteiza""",0.5865252614021301
"""Chef Carlo Cracco""","""Ogro Jimmy""",0.5840060710906982
"""Chef Carlo Cracco""","""Felicitas Pizarro""",0.5827016234397888
"""Chef Carlo Cracco""","""Aarón Sánchez""",0.579463541507721
"""Chef Carlo Cracco""","""Magnum""",0.5752738118171692
"""Chef Carlo Cracco""","""Marcel Vigneron""",0.5712862014770508
"""McDonald's""","""foodpanda""",0.6017812490463257
"""McDonald's""","""McDonald's""",0.5933773517608643
"""McDonald's""","""Emmi CAFFÈ LATTE""",0.5907430052757263
"""McDonald's""","""NishaMadhulika""",0.5898158550262451
"""McDonald's""","""Chef Billy Parisi""",0.5816481113433838
"""McDonald's""","""Christian Bau""",0.5782454609870911
"""McDonald's""","""KFC""",0.5779346823692322
"""McDonald's""","""Dean Fearing""",0.5764983892440796
"""McDonald's""","""Manjula's Kitchen - Indian Vegetarian Recipes""",0.5758932828903198
"""McDonald's""","""Dean Sheremet""",0.5720551609992981
"""Chili's Beirut""","""Chef Casey Thompson""",0.6068897247314453
"""Chili's Beirut""","""KFC""",0.5869178175926208
"""Chili's Beirut""","""Ludo Lefebvre""",0.5798041224479675
"""Chili's Beirut""","""D'O - Davide Oldani""",0.5793481469154358
"""Chili's Beirut""","""Geoffrey Zakarian""",0.5767514705657959
"""Chili's Beirut""","""Christian Bau""",0.5724899172782898
"""Chili's Beirut""","""Burger King México""",0.5717597603797913
"""Chili's Beirut""","""Rachel Allen""",0.5686764121055603
"""Chili's Beirut""","""Crystal Jade Singapore""",0.5678979754447937
"""Chili's Beirut""","""Jimmy John's""",0.5678088068962097
"""Duff Goldman""","""KFC""",0.5885999202728271
"""Duff Goldman""","""Cocina familiar con Javier Romero""",0.5843607187271118
"""Duff Goldman""","""Nyesha Arrington""",0.5726595520973206
"""Duff Goldman""","""Burger King Malaysia""",0.567308247089386
"""Duff Goldman""","""Domino's Pizza""",0.5666715502738953
"""Duff Goldman""","""Domino's Pizza Türkiye""",0.5653961300849915
"""Duff Goldman""","""Chef Rubio""",0.5650022029876709
"""Duff Goldman""","""Dan Steph & Emmy""",0.5625601410865784
"""Duff Goldman""","""KFC""",0.5619230270385742
"""Duff Goldman""","""Magnum""",0.5614147186279297
"""Domino's Guatemala""","""Carl's Jr.""",0.5868421792984009
"""Domino's Guatemala""","""Marc Veyrat""",0.5791341662406921
"""Domino's Guatemala""","""KFC""",0.5764002203941345
"""Domino's Guatemala""","""Chef Jamie Gwen""",0.5744825601577759
"""Domino's Guatemala""","""Chef Michael Smith""",0.5722635388374329
"""Domino's Guatemala""","""Puesto""",0.5670915842056274
"""Domino's Guatemala""","""McDonald's""",0.5669510960578918
"""Domino's Guatemala""","""McDonald's""",0.5667758584022522
"""Domino's Guatemala""","""Cook with Amber""",0.5665737390518188
"""Domino's Guatemala""","""McDonald's""",0.5611600875854492
"""Dani García""","""Domino's Pizza""",0.5978925228118896
"""Dani García""","""Dunkin' Donuts""",0.5898920297622681
"""Dani García""","""Steak 'n Shake""",0.5839836001396179
"""Dani García""","""Xi'an Famous Foods 西安名吃""",0.5820452570915222
"""Dani García""","""Cucina by Wolfgang Puck""",0.5815348625183105
"""Dani García""","""Noëmie Honiat Top Chef""",0.5720072984695435
"""Dani García""","""Chef Jamie DeRosa""",0.5716698169708252
"""Dani García""","""Pablo Massey""",0.5687810182571411
"""Dani García""","""Chef Richard Sandoval""",0.5653397440910339
"""Dani García""","""Pasqualino Barbasso""",0.5642738342285156
"""Nando's""","""Aliya LeeKong""",0.593060314655304
"""Nando's""","""Lindsay Ann Bakes""",0.5809969902038574
"""Nando's""","""Domino's Pizza""",0.5762492418289185
"""Nando's""","""Magnum""",0.5720230340957642
"""Nando's""","""Texas Roadhouse""",0.571273922920227
"""Nando's""","""Chef Richard Sandoval""",0.5702011585235596
"""Nando's""","""Lee Anne Wong""",0.5671142339706421
"""Nando's""","""KFC""",0.5662639141082764
"""Nando's""","""Harlem EatUp""",0.5656344294548035
"""Nando's""","""Domino's Pizza""",0.5649574398994446
"""Taco Bell India""","""Chef Brian Duffy""",0.6023258566856384
"""Taco Bell India""","""KFC""",0.575070858001709
"""Taco Bell India""","""Dick's Drive In Restaurant""",0.5727503299713135
"""Taco Bell India""","""Valentin Neraudeau""",0.5726720690727234
"""Taco Bell India""","""Marcel Vigneron""",0.572651207447052
"""Taco Bell India""","""Magnum""",0.5703588724136353
"""Taco Bell India""","""Chef Carla Hall""",0.5691642761230469
"""Taco Bell India""","""Lee Anne Wong""",0.5684711337089539
"""Taco Bell India""","""Roy Choi""",0.5679469704627991
"""Taco Bell India""","""Emmi CAFFÈ LATTE""",0.5669353604316711
"""Brew Bistro and Lounge""","""Ravintola Salve""",0.6143653988838196
"""Brew Bistro and Lounge""","""Domino's Pizza""",0.5875847935676575
"""Brew Bistro and Lounge""","""Narda Lepes""",0.5825110673904419
"""Brew Bistro and Lounge""","""SORTEDfood""",0.5799016952514648
"""Brew Bistro and Lounge""","""Dunkin' Donuts""",0.5795259475708008
"""Brew Bistro and Lounge""","""Jimmy John's""",0.5774743556976318
"""Brew Bistro and Lounge""","""Matthew Kenney""",0.5703477263450623
"""Brew Bistro and Lounge""","""José Andrés""",0.569504976272583
"""Brew Bistro and Lounge""","""Subway, Cayman Islands""",0.5675148963928223
"""Brew Bistro and Lounge""","""Domino's Pizza""",0.5664348006248474
"""Maneet Chauhan""","""麥當勞""",0.5825242400169373
"""Maneet Chauhan""","""Four Seasons Hotels and Resorts""",0.5703350305557251
"""Maneet Chauhan""","""McDonald's""",0.5701748132705688
"""Maneet Chauhan""","""McDonald's Deutschland Karriere""",0.5677183866500854
"""Maneet Chauhan""","""Chef Dana Cohen HK""",0.5651340484619141
"""Maneet Chauhan""","""Domino's Pizza""",0.5648311972618103
"""Maneet Chauhan""","""Harold Dieterle""",0.5625779628753662
"""Maneet Chauhan""","""Fabio Viviani""",0.5623062252998352
"""Maneet Chauhan""","""Pablo Massey""",0.5620418787002563
"""Maneet Chauhan""","""Nyesha Arrington""",0.5611639022827148
"""Mei Lin""","""Whataburger""",0.594490110874176
"""Mei Lin""","""Domino's Pizza""",0.5911943912506104
"""Mei Lin""","""Subway""",0.5908522009849548
"""Mei Lin""","""UMass Dining""",0.5741540193557739
"""Mei Lin""","""Tom's Kitchen""",0.5734548568725586
"""Mei Lin""","""Chef Richard Sandoval""",0.5715177059173584
"""Mei Lin""","""Christine Ha""",0.5670682787895203
"""Mei Lin""","""Pescaria""",0.5646195411682129
